Name,Ratings,Review,Cost(₹)
Mahesh Kumar Prajapati,1.0 out of 5 stars,"
This is the worst  apple product I have ever seen ...6 month After purchase of this fake book ...some of its keys of keyboard  stopped working ...So the service center  replace my keyboard with the new one ...But after some months with  the new replaced  keyboard some of its key again stopped working .All these things happen in one year and 3 month timeline which is roughly 1.5 years of original purchase date ... ...When I spoke to the service center they told me that the warranty is over you need to pay 12000 rs ...So I don't have any option. The cost is too high. ..So now I m working with the external keyboard which cost me merely 200 rs ... My friend bought the same macbook from the showroom and i must say its really working good and it doesnt show any fault at all .Till now .i wish i also bought this macbook from the showroom ....
",63990.0
Jm,2.0 out of 5 stars,"
Very handy laptop, light weight and portable. Mac OS is super cool. Battery backup was good. Defective product recieved,within 2 months of use, laptop gets switched off suddenly while on battery. Requires power input to restart again.Contacted service centre, they told its motherboard problem and replaced motherboard under warranty, but problem still persisting. Laptop still at service center. Earlier i was using toshiba laptop, satellite 340,lasted 8 yrs without any problem. Paid a premium for macbook air very dissapointed with apple quality of products. And to repair it outside warranty, parts cost as much as the laptop itself🙄
",63990.0
Shariq Ali,1.0 out of 5 stars,"
General observation, Do not buy expensive electronics from Amazon as thy have no quality control in place/checks on their vendors. Mostly, vendors pass on defective items to customers. It is true across categories.
",63990.0
Suyash vj,1.0 out of 5 stars,"
I bought it with very high expectation, but its logic board got damaged in 1.5 years only. The repalcement charges for logic board is around 40500INR. I am very dissappointed with the product and I am switching back to windows.
",63990.0
Amazon Customer,1.0 out of 5 stars,"
I have my worst nightmare with the macbook air I bought. I bought it on theOctober 2018, it got into teouble in the month april 2019. It would turn was trying to restart automatically. I then reoaired it from apple care. It again got dead and woulnt turn onn. I put all the money into water. I dont know what to do with this.
",63990.0
Abc,1.0 out of 5 stars,"
My MacBook logic board dead with 8 months...apple replaced my logic board and fixed my laptop. But within a year the logic board is dead again and cost of repairing the same is 40k+Plz don't buy it if you cannot afford to repair the same. Not sure what to do with my MacBook Air....it cost more to repair than a decent windows laptop.I will never buy any apple product in future...the cost to repair are extremely very high..
",63990.0
Nitesh,5.0 out of 5 stars,"
I was apprehensive of buying Apple product from Amazon as some reviews suggested that imported items are being sold. However what I got was fresh and genuine product, I checked warranty on Apple site with serial no. All serial no - on bill, box, inner box and in macOS itself were consistent. Display is too good and it feels like butter operating the device. Only thing is that price difference between this and 256GB version is too much.
",63990.0
Jubin Patel,5.0 out of 5 stars,"
Don't want to mention anything for apple MAC book :)Super product
",63990.0
Amit Kumar Singh,1.0 out of 5 stars,"
Well the product's logic board is dead in less than 2 year. I am a regular user and only use it for routine office work. So much of apple quality.
",63990.0
Amazon Customer,3.0 out of 5 stars,"
Everything about this product seems to be fine as of now. Got an option to upgrade to higher OS and install tools required for my work. Except for not so good sound quality while watching movies through itunes stores, other aspect seems to be fine. Higher storage options (256 GB) may be required for power users who may want to app development on this system. Current configuration suits light - medium heavy user(I belong to this category)- (need xcode debugging feature for my projects ).
",63990.0
VJ,5.0 out of 5 stars,"
I was looking for an affordable long lasting light laptop and my search led me to this. I know Apple has launch a new Air but this is still a good performer and with the recent price cut this laptop makes so much sense. I was using MacBook Pro for last 8 years, and after it retired this replaced the Pro and is not doing a bad job at it at all.
",63990.0
Amazon Customer,5.0 out of 5 stars,"
The MacBook is good in-terms of what it is designed for. The laptop is light weight so no hassle while carrying during travels. The backlit keyboard is a good advantage to work in low light. The performance is good, I use it for game development and I have not faced any problems until now. The transition from Windows to Mac was easy, not much of a hassle, initial few days, to understand the shortcut keys and how to operate will be little bit slow, post that it is just a breeze. Many applications are supported, no issue in bluetooth or USB connectivity or WIFI connectivity.
",63990.0
sukhwinder singh,5.0 out of 5 stars,"
Bought this during Diwali sale. Apple is amazing. I was confused between Dell/HP touchscreen laptops and Macbook. Then after going through every single detail, I must say this is very powerful machine. If you dont require so much softwares , then definitely go for it. Being a researcher and student, whatever i need is easily available through softonic or other websites. and it has good substitute of MS Office. Battery Back up is very good. I use it for 7-8 hours a day and normally it can be used for upto 15 hours.
",63990.0
Nitin Abhyankar,5.0 out of 5 stars,"
This is a workhorse ! Awesome 12 hours plus battery life and super intuitive laptop. Only thing I don't like is tiny memory ! 1TB would be more like it !
",63990.0
AD,5.0 out of 5 stars,"
Writing review after using it for 3 weeks1. Charged it twice....And it would not charge 3rd time- but surprisingly the battery lasted 10 hours and I could finish my important presentation. 10/102.The customer care told that charging port had issue  - and what a pleasant  surprise they changed whole motherboard for free Excellent customer care 10/103. Touch pad had an issue but again it surprised me-- the immediate next day it came back.. wowTheir application at customer care is so good. Don't even have to stand in que.. booking appointments is so easy... And service centre was also very good. Had plenty of comfortable seats. Drinking water facility too. Customer care right in the heart of city and it was air conditioned.Will update reviews about laptop once I get to use it...A very Good company, Go for it... :)
",63990.0
Šrëýã,5.0 out of 5 stars,"
I am in love with my MacBook. Its smart. It never hangs. Its fast. Sound quality is commendable. The picture quality is just fabulous. Its worth money and time. I can run any programs in it. It has sofisticated software that can compile any language programs.
",63990.0
Vidya,3.0 out of 5 stars,"
There is a saying in our language which tells us everything degrades over time but I did not expect this to be true for an apple laptop of less than a year. My battery life which used to be around 12 hours when I bought this thing is now down to about 6And I watch less movies now and use more apps like word or Internet now than I did back then. I don't even play games on this!!!!
",63990.0
Sagnik Chatterjee,5.0 out of 5 stars,"
Couldn't have received a better laptop. Look Macs aren't for gaming.  So don't expect good gameplay. but if you really wanna get a performance, it will have it for you with a little heating.it surfs like a beast. if you do casual stuff like browsing or typing, you will be surprised. the fans rarely kick in.The battery is a bomb! Provides service all around the day with medium brightness. takes around 2-3 hrs to charge and man the safe charging system rocks. you will never tip off the mac.Editing is managed like a magical spell. no issue at all. BUT DON'T EXPECT IT TO SERVE LIKE A MACBOOK PRO, IT'S AIR.in terms of style, man it will rock you. Trust me, You won't regret.
",63990.0
Saxenas,1.0 out of 5 stars,"
Defective keyboard. Manufacturing defect. Had to return.
",63990.0
Amazon Customer,1.0 out of 5 stars,"
So after a year of using it, unfortunately the smc chip and memory synchronisation is at fault. There is no manual resetting that works and the only option is to get the chips replaced which costs around 19k. So much for long lasting. Though I must say it worked like a pro for 1 year and now its time to bury it.
",63990.0
Muhammed U.,1.0 out of 5 stars,"
The product was dead in just one and half years. Apple service is great experience but they charged Rs 2600 for checking the machine and asked another fifty-five thousand rupees for replacing the battery and board which was found to have ""issues"". Now the MacBook is with my kids😬
",63990.0
Nilabh ,2.0 out of 5 stars,"
I was a big Fan of Apple products and have been using the same for past 8 years. However the recent incident with my Mac Air that I brought through Amazon last October changes the perception towards Apple took a deep dent.Few months ago I had some issue with my MacAir screen, there was no accidental fall or mishandling on my part, which is quite evident as there are no physical damage not even a scratch which says that there was any mishandling on my part.At the time it was still under warranty period, So I took it to one of the Authorized apple store nearby, At the service centre the technician just by looking at the screen told me that it won’t be covered under warranty and I’ve to pay  Rs. 43,000/- towards replacement, which came as a shock to me as, first there was no fault of my own, and secondly the whole thing cost me Rs. 54,000/- so I don’t know how Apple justify such unfair pricing. Thereafter, shocked and helpless I follow up with Apple Support repeated calls and chatting but all in vain, but apparently I found out that there is nothing on their hand, whatever the Authorized Apple Service center says is the final. I was told it is pressure damage, which won’t be covered under warranty and will cost me as much the cost of Original Machine. I was unaware and shock to find that Organization like Apple will indulge in such fraudulent and unfair trade practice for unfair monetary gain.When I look for more information online it came to my knowledge that this is not an uncommon thing with MacAir, it so fragile that MacAir is prone to pressure damage, a designing and manufacturing flaw, and there are many users who has suffered the same, and Apple has refused to address.Currently my Mac is unusable and just like that without any fault of my own my entire saving of Rs 54,000/- gone to waste. There is no question of repairing at an unjustified cost when few thousands more will get me a new one and there are better options avalible other than Mac .Pro: Atheistic, premium feelingCons: Shocking replacement cost,  Poor Post sale Support, Fragile and prone to screen damage
",63990.0
Madhu.R,4.0 out of 5 stars,"
- NO lags !!- Good Battery life !!- Fit for regular office works !!- Storage is 128 GB - Up grade costs more !!- Screen Quality is mediocre !!- Apple Mac Os is smooth but updates / App installations out of home country become buggy due to apple id Error !!- Expensive
",63990.0
Rahul,4.0 out of 5 stars,"
Very good as per Apple standards, only issue is very average battery life. Otherwise very convenient product with ease of operation and overall package of macbook features.
",63990.0
Sachin Puri,4.0 out of 5 stars,"
Awesome MacBook Air.. Didn't want to buy the newer retina versions, as they are very difficult to get repaired.. Got this one at a very good price (With Exchange).. Also genuine product.. Sr No showed online.. Warranty started the day of delivery.. Completely Satisfied..
",63990.0
rahul,1.0 out of 5 stars,"
Given 1 only for the fact that in description it's mentioned that it's having Touch Id which is not there at all in this, so please correct the description and verify rest of facts also
",63990.0
MANAS PATEL,5.0 out of 5 stars,"
Its said once an Apple user is always an apple user. I was using MAC Book Pro early 2012 and now i went for this one. Superb battery life and light weight. Being a corporate user I don't have requirement of gaming etc. Well, Storage could be a problem if you wish to keep bulk files. Else just go for it.  post installing MS office suite etc i am left with around 50GB, which i am comfortable with . If required I use my 1.5 TB external disk.
",63990.0
Subhash,5.0 out of 5 stars,"
THIS IS SOMETHING I WAITED FOR YEARS , FINALLY I GOT THIS WITH A DECENT PRICE AROUND 55K.I CANT WRITE HERE A LOT BECAUSE FEELING OF USING A MAC AND HIGH SIERRA OS IS AMAZINGBUILD QUALITY IS STRONG AND PREMIUMONLY LITTLE DISAPPOINTMENT IS SCREEN RESOLUTION GRAPHICS.OVERALL A DECENT AND CLASSY PRODUCT
",63990.0
Shubham Gondane,5.0 out of 5 stars,"
Powerful machineIf you're budget is 55k then just wait for sale..Good machine for coding average editingGood for students slim n less weight..Just go with itDon't think anymore...if you're budget is strong then get letest one 2019 model hit like when you found this review is helpful
",63990.0
Rachit M.,5.0 out of 5 stars,"
After using windows laptops from almost 6 years I bought this machine. Initially it was hard to get used to the MacBook OS and it's features but trust me, after using it for a week you'll fall in love with MacBook.Pros:1. Sound Quality is really clear and good.2. Battery life is amazing, I use it daily for almost 2-4 hrs and I charge it only once in 2-3 days.3. Finger gestures are amazing.4. Speed ❤️. No lags whatsoever.Cons:1. Apple should have updated the 2017 MacBook with Retina display, although this display is works perfectly fine.2. To use some applications, you've to buy them. Can not use cracked version unlike windows.If you're looking for a laptop (non-gaming) within 50-60k budget which you want to use it for long term, buy this one.
",63990.0
agrima,1.0 out of 5 stars,"
The macbook received has a faulty keyboard. The keys are taking wrong input. eg: on pressing @, the macbook is receiving "" as input. It's really irritating as there is no option to return or replace the product via Amazon. Please help ASAP. Its an expensive purchase and there is no support from Amazons end.
",63990.0
Amazon Customer,5.0 out of 5 stars,"
It's still best to buy in 2019Design is out-standingBattery life can be one of the reasons to buy because it literally give more than 10 hours(with internet use)Its weight is just 1.2 kg..i mean its sooo..lightweightI dont think anyone can complane against this product..Ya price is a bit high..But focus at the product they r giving to u..its the best laptop i would recommend in this price range..(50k-58k)+This is not for gaming so plz dont make a mistake to buy it for gamingScreen quality is quite a bit low(only if u are habitual of using 4k screen)Track pad works at it's best..the gestures they provide u..the shortcut of keypad u can never get in any other windows laptop
",63990.0
Prashant Tripathi,1.0 out of 5 stars,"
Got defective product and Amazon is not ready to return/replace the laptop. It's battery is draining in 5 hours and screen quality is also too bad. Please go for other brands in cheaper price otherwise you may regret later that you could have gone for other options.
",63990.0
Veeeerr,5.0 out of 5 stars,"
if you're not doing any hardcore processing work like coding, video editing. MacBook Air is best for the normal everyday life use.- very good battery life- amazing OS- nice sound and video quality- processor is old but it do the work for basic tasks and doesn't heat up.If its in your budget go for it you wouldn't regret it.
",63990.0
Amazon Customer,5.0 out of 5 stars,"
Amazing product..it has quality written all over it..great battery, easy to adapt if you are moving from windows..the trackpad, gestures, everything is so damm goodHad read many reviews about the display being bad...it is..if you are trying to look at atomic level details..its a fantastic screen with great audio output..Everything g screams quality and premium about the macbook..love it.
",63990.0
Rusha,1.0 out of 5 stars,"
From the very beginning the battery life was horrible . hardly 2 hours. And after using it for just a year it just stopped working . and i cannot even charge it. Terrible product sold by Amazon
",63990.0
Siddu,1.0 out of 5 stars,"
Battery back up reduced after 9 months.I brought Macbook Air on 16 July 2018 @ Rs. 48500/- after cash back
",63990.0
Swastik,5.0 out of 5 stars,"
The rating isn't for Apple's performance. I exchanged my old MacBook Air 11' (2013) for MacBook Air 13.3' (2017): and I haven't been disappointed. They both are fantastic machines, there isn't a bit of change except the screen - it is slightly bigger and better...The rating for the seller - I would give 5 star for delivery and 4 star for packaging. However, the product came with multiple scratches. I am unable to conclude whose fault it is- Apple or the reseller (in this case - Cloudtail India Pvt Ltd).I have restored my previous backup and will observe the performance over the week. If it under performs- I will report it to the authorities. If it performs well, the scratches may have been anyone's fault but can be ignored...I shall update this review in a week's time...
",63990.0
Prashant Patankar,5.0 out of 5 stars,"
I preferred this over other good spec windows laptop, just for reason mac. 128 gb ssd was only concern as it may not be sufficient however adding external hd or flash drive will do the job for u. Overall even the screen is not full hd i did not find it much of the issue, however If u r concern about good display must for consider this as option. Additionaly over 13000 discount in last sale made this perfect deal.
",63990.0
Nazar,1.0 out of 5 stars,"
When i received, within 15 days i realised the hinges were loose. Then after less than 2 months very rare use i got a line on the display. The replacement window was only 10 days. Now i have given it for service and even apple doesn't have a replacement policy. So i have to use a repaired device inspite of buying new. Very disappointing.
",63990.0
Ramakrishna KG,1.0 out of 5 stars,"
First Time Worst experience with an apple product....I bought a Mac book air...new product not getting switched on!did all troubleshooting guided by technical team from Amazon and Apple!what a quality test from Apple?! Primium product with primium price!!!!!!!In future I should think twice before buying!
",63990.0
