Name,Ratings,Review,Cost(₹)
pavan kumar,4.0 out of 5 stars,"
best camera with best display, sound quality is awesome but coming to battery too disappointed. my old s7edge is far better than this mobile battery. samsung  should notice this battery issue. but received six months old stock for me.
",27800.0
nikhiles raychaudhury,4.0 out of 5 stars,"
ProsLight at premium look. Fast.Excellent picture quality.Great sound.ConsPoor battery life requires charging twice a day in routine use
",27800.0
Bikramjeet singh,5.0 out of 5 stars,"
Its a amazing device... speed ,looks,cam quality, sound and what a screen.The only downside is the 2hr30min screen on battery life..
",27800.0
Shrikant M.,4.0 out of 5 stars,"
The battery  is little  bit drain faster while using internet.Overall it is really fantastic  product from Samsung.Talking  about delivery, the worst  delivery from Amazon.. going forward  will see other online sites like flipkart...Amazon really sukes....
",27800.0
Vinay Bhatia,4.0 out of 5 stars,"
Very good size , good screen  , good speed . But bad battery life. It is very disappointing if after spending so much you are not able to use phone continuously for one day without charging
",27800.0
Imran a.,5.0 out of 5 stars,"
Very beautiful phone,just like the way it feels in yoir hand,looks premium and feels premium,i like the most is its size as you can operate it even with one hand,just love it,and will go for an upgrade whenever i am bored of it.....
",27800.0
gautam sharma,1.0 out of 5 stars,"
battery backup is low if i charge full 100% amd use for half an hour it directly goes to less then 20% baytery is defected
",27800.0
Sattvik Jakhar,5.0 out of 5 stars,"
Very good sound quality, screen resolution and screen quality , battery life not very great but fast charging makes my like so much more easier
",27800.0
Amazon Customer,5.0 out of 5 stars,"
Beautiful beast. Super premium hardware. Samsung UI has come a long way since I last used a Samsung phone. There is still bloatware, but some of it can be uninstalled. It's tough to stick a screen guard though due to curved edges.
",27800.0
Amazon Customer,5.0 out of 5 stars,"
Reviewing after a week s use.got a good deal and performance is supperb .Excellent camera quality even during night it clicks awesome photo.Sound quality is extremely good.Only on the batter front it's scores less otherwise a great phone.
",27800.0
Arjun Roy Choudhury,4.0 out of 5 stars,"
The phone lags... A lot... Display is great...something very much expected from Samsung... Camera is good... Slow mo could hv been better with 1080p but anyways... Cons the lag and slow fingerprint sensor... Pros display, camera.
",27800.0
Harsh Vardhan Bhardwaj,4.0 out of 5 stars,"
It's an awesome phone, excellent screen, awesome sound quality and premium feel, I got the defective piece and I tried to get a replacement but Amazon was unable to provide me with a replacement and had to take refund.
",27800.0
Romario,4.0 out of 5 stars,"
Its been 5 months. Picture Quality makes me always forget the only problem in the mobile which is battery. It's a cute handy phone no too big a size. Totally loving it.
",27800.0
